codigo,codigo_produto,descr_detalhada,descricao,url_imagem
09.MC.N.10407,10409712745,,PONTEIRA BIT DUPLO PHILIPS PH2/PH2 IMPACT CONTROL BOSCH COMPRIMENTO MINIMO 65MM,
09.MC.N.10408,10409712747,,PONTEIRA BIT PHILIPS PH2- ENCAIXE 1/4 MINIMO DE 50MM COMPRIMENTO,
09.MC.N.10409,10409712749,,PONTEIRA BIT PHILIPS PH3 ENCAIXE 1/4 MINIMO DE 50MM COMPRIMENTO,
09.MC.N.10410,10409712751,,PONTEIRA PARAFUSADEIRA,
09.MC.N.10411,10409712753,,PORCA NITROGENIO,
09.MC.N.10412,10409712755,,PORCAO PAO DE QUEIJO,
09.MC.N.10413,10409712757,,PORTA CANETAS,
09.MC.N.10414,10409712759,,PORTA COPO CROMADO,
09.MC.N.10415,10409712761,,PORTA DE DIVISORIAS,
09.MC.N.10416,10409712763,,PORTA DE MADEIRA,
09.MC.N.10417,10409712765,,PORTA PRECO,
09.MC.N.10418,10409712767,,POTE,
09.MC.N.10419,10409712769,,POTE PASTILHA PACE,
09.MC.N.10420,10409712771,,PP-GB CABO DE ENSAIO DE RESISTÊNCIA DE ATERRAMENTO ENTRAN,
09.MC.N.10421,10409712773,,PP-HP CABO DE ENSAIO DE RIGIDEZ DIELETRICA ENTRAN OBS: 2 VIAS 40CM DISTANCIA,
09.MC.N.10422,10409712775,,PREGO POLIDO,
09.MC.N.10423,10409712777,,PROJETOR RET,
09.MC.N.10424,10409712779,,PROJETOR SAMSUNG THE FREESTYLE FUNCAO SMART PROJECAO LED DE ATE 100 FULL HD COM BLUETOOTH E WI-FI,
09.MC.N.10425,10409712781,,PROTETOR AUD POMP,
09.MC.N.10426,10409712783,,PROTETOR DA AMPOLA DO SENSOR DE FLUXO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e7a8301f957801a20f26e5b85913ee1f/omie___sensor__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658956&Signature=jX5J1OkWY%2fToMb69sNZoA7O64c4%3d
09.MC.N.10427,10409712785,,PUX RIGORE 128MM CR,
09.MC.N.10428,10409712787,,PUXADOR P/ PORTA,
09.MC.N.10429,10409712789,,REBARBADOR MANUAL 125MM HSS VONDER,
09.MC.N.10430,10409712791,,REBITADOR ALAVANCA,
09.MC.N.10431,10409712793,,RECEPTACULO PORCELANA,
09.MC.N.10432,10409712795,,REFEICAO,
09.MC.N.10433,10409712802,,REFIL FILTRO BEBEDOURO,
09.MC.N.10434,10409712804,,REFIL FILTRO SOFT 2X1,
09.MC.N.10435,10409712806,,REFLETOR LED,
09.MC.N.10436,10409712808,,REFORCO PORTAO,
09.MC.N.10437,10409712810,,REFRIGERANTE,
09.MC.N.10438,10409712812,,REG. KRONA ESFERA,
09.MC.N.10440,10409712814,,REGUA,
09.MC.N.10441,10409712817,,REGULADOR ALTA PRESSAO NITROGENIO,
09.MC.N.10442,10409712819,,REGULADOR DE G.L.P. (13 KG),
09.MC.N.10443,10409712821,,REGULADOR DE GAS GLP SOLDA,
09.MC.N.10444,10409712823,,REGULADOR DE OXIGENIO,
09.MC.N.10445,10409712826,,RELOGIO DE PAREDE LED,
09.MC.N.10446,10409712829,,REPETIDOR DE SINAL DE WIFI,
09.MC.N.10447,10409712832,,RESERVATORIO PARA SABONETEIRA,
09.MC.N.10448,10409712834,,RIBBON RESINA 110MM X 74M PRECISA SER: AXR7+,
09.MC.N.10449,10409712837,,RING LIGHT 10 POLEGADA,
09.MC.N.10450,10409712839,,RODO PLASTICO,
09.MC.N.10451,10409712841,,ROLAMENTO CADEIRA ESCRITORIO,
09.MC.N.10452,10409712844,,ROLDANA PORTA ELEVACAO,
09.MC.N.10453,10409712847,,ROLO ETIQUETA ADESIVA BOPP FOSCO 30MM X 15MM X 2 COLUNAS ETIQUETADORA ZEBRA,
09.MC.N.10454,10409712849,,ROLO ETIQUETA ADESIVA BOPP FOSCO 30MM X 15MM X 3 COLUNAS ETIQUETADORA ZEBRA,
09.MC.N.10455,10409712851,,ROLO ETIQUETA ADESIVA BOPP FOSCO 70MM X 115MM X 1 COLUNAS ETIQUETADORA ZEBRA,
09.MC.N.10456,10409712853,,METRO PELICULA DE PROTECAO UV ENERV 70 WINTECH,
09.MC.N.10457,10409712855,,ROSCAVEL NIPEL 1/2 KRONA,
09.MC.N.10458,10409712857,,ROSCAVEL NIPEL 3/4 KRONA,
09.MC.N.10459,10409712859,,ROTEADOR,
09.MC.N.10460,10409712861,,ROUPEIRO,
09.MC.N.10461,10409712863,,SABAO EM PO,
09.MC.N.10462,10409712865,,SABONETE LIQUIDO,
09.MC.N.10463,10409712867,,SABONETEIRA DOSADORA,
09.MC.N.10464,10409712869,,SACAALVEJADA /PANO DE CHAO,
09.MC.N.10465,10409712871,,SACO LIXO 100 LITROS,
09.MC.N.10466,10409712873,,SACO LIXO 150 LITROS,
09.MC.N.10467,10409712875,,SACO LIXO 20 LITROS,
09.MC.N.10468,10409712877,,SACO LIXO 60 LITROS,
09.MC.N.10469,10409712879,,SACO ZIP N08 170X230MM GUARDAR MANUAL,
09.MC.N.10470,10409712881,,SALGADINHO,
09.MC.N.10471,10409712883,,SAPOLIO LIQUIDO,
09.MC.N.10472,10409712885,,SENSOR A PROVA DAGUA SONOFF DS18B20,
09.MC.N.10473,10409712887,,SERRA COPO BIMETAL,
09.MC.N.10474,10409712889,,SERRA COPO BIMETAL22MM 7/8,
09.MC.N.10475,10409712891,,SERRA COPO BIMETAL24MM 16/16,
09.MC.N.10476,10409712893,,SERRA COPO BIMETAL 30MM 1.3/16,
09.MC.N.10477,10409712895,,SERRA ESQUADRIA MESA,
09.MC.N.10478,10409712897,,SERRA FERRO FLEXIVEL ACO RAPIDO,
09.MC.N.10479,10409712899,,SERVICO CORTE LASER FRESART CAIXA PATOLA,
09.MC.N.10480,10409712901,,SINALEIRO 22 MM,
09.MC.N.10481,10409712903,,SINALEIRO C/ LED,
09.MC.N.10482,10409712905,,SOPRADOR TERMICO,
09.MC.N.10483,10409712907,,SOQUETE FLUOR,
09.MC.N.10484,10409712909,,SOQUETE SEXTAVADO LONGO DE 13MM COM ENCAIXE DE 1/2 POL,
09.MC.N.10485,10409712911,,SOQUETE SEXTAVADO LONGO DE 14MM COM ENCAIXE DE 1/2 POL,
09.MC.N.10486,10409712913,,SOQUETE SEXTAVADO MAGNETICO 07MM,
09.MC.N.10487,10409712915,,SPRAY DE TINTA,
09.MC.N.10488,10409712917,,SSD 240 GB KINGSTON,
09.MC.N.10489,10409712920,,SUPORTE FITA LARGA ADESIVA,
09.MC.N.10490,10409712922,,SUPORTE PARA MICROFONE,
09.MC.N.10491,10409712924,,SUPORTE PARA NOTEBOOK,
09.MC.N.10492,10409712926,,SUPORTE SEXTAVADO PARA SERRA COPO ACIMA DE 30MM,
09.MC.N.10493,10409712928,,SUPORTE SEXTAVADO PARA SERRA COPO ATE 30MM,
09.MC.N.10494,10409712930,,SUPORTE TV/MONITOR,
09.MC.N.10495,10409712932,,TALHADEIRA DE MOLA,
09.MC.N.10496,10409712934,,TAMPA DO BORNE DE PASSAGEM WEG CINZA AZUL VERDE,
09.MC.N.10497,10409712936,,TAMPA DO BOTAO DO BEBEDOURO,
09.MC.N.10498,10409712938,,TAPA FURO AT-COL,
09.MC.N.10499,10409712940,,TECLADO MULTIMIDIA,
09.MC.N.10500,10409712942,,TELHA,
09.MC.N.10501,10409712944,,TEMPEROS,
09.MC.N.10502,10409712947,,TERMICA CAFE,
09.MC.N.10503,10409712949,,TERMOMETROPENTAIII C/ 5 SENSORES,
09.MC.N.10504,10409712952,,TERMOMETRO LASER MEDIDOR TEMPERATURA DIGITAL,
09.MC.N.10505,10409712954,,TESOURA,
09.MC.N.10506,10409712956,,TF7 CONVERTEDOR DE FERRUGEM,
09.MC.N.10507,10409712958,,TINTA CARIMBO VERMELHA,
09.MC.N.10508,10409712960,,TINTA IGOFLEX FACHADA,
09.MC.N.10509,10409712962,,TOCHA P/ SOLDA TIG,
09.MC.N.10510,10409712964,,TOMADA EMB,
09.MC.N.10511,10409712966,,TONER IMPRESSORA HP CF 283A,
09.MC.N.10512,10409712970,,TORRONE,
09.MC.N.10513,10409712972,,TRAPO 1KG,
09.MC.N.10514,10409712974,,TRENA,
09.MC.N.10515,10409712976,,TRILHO FIXACAO,
09.MC.N.10516,10409712978,,TRILHO SUPORTE PROJETOR,
09.MC.N.10517,10409712980,,TRIPE PARA RING LIGHT,
09.MC.I.10518,10409712982,,TROCADOR DE CALOR TESTE,
09.MC.N.10519,10409712984,,TROCADOR DE CALOR (AQUECEDOR DE PASSAGEM),
09.MC.N.10520,10409712986,,UC BOMBA D&apos;AGUA,
09.MC.N.10521,10409712988,,UC CASCATA COM LED,
09.MC.N.10522,10409712990,,UC PLACA DE CONTROLE C/ TRANSFORMADOR 36W,
09.MC.N.10523,10409712992,,UC PLACA MAE C/ CONTROLE,
09.MC.N.10524,10409712994,,UC SIST. DE CONTROLE DE SAL E CLORO PARA PISCINAS,
09.MC.N.10525,10409712996,,UC TRANSFORMADOR TESTE,
09.MC.N.10526,10409712998,,UNIFORMES,
09.MC.N.10527,10409713000,,USO E CONSUMO,
09.MC.N.10528,10409713002,,VACUOMETRO DIGITAL SMAN 460,
09.MC.N.10529,10409713004,,VALVULA CORTA CHAMAPARA MACARICO ACETILENO,
09.MC.N.10530,10409713006,,VALVULA CORTA CHAMAPARA MACARICO OXIGENIO,
09.MC.N.10531,10409713008,,VALVULA CORTA CHAMAREGULADOR DE OXIGENIO,
09.MC.N.10532,10409713010,,VALVULA CORTA CHAMA REGULADOR ACETILENO,
09.MC.N.10533,10409713012,,VALVULA DE RETENCAO 1/2 X 7/ 16,
09.MC.N.10534,10409713014,,VALVULA ESFERICA DE 1/2,
09.MC.N.10535,10409713017,,VALVULA ESFERICA DE 3/4,
09.MC.N.10536,10409713019,,VASSOURA COM CABO,
09.MC.N.10537,10409713021,,VE260N-PRO BOMBA VACUO EOS 6 CFM BIV/60HZ DUPLO ESTAGIO PR,
09.MC.N.10538,10409713023,,VEDADOR DE MANGUEIRA MANIFOLD,
09.MC.N.10539,10409713030,,VENTILADOR 1M,
09.MC.N.10540,10409713035,,VERDURAS,
09.MC.N.10541,10409713037,,VERNIZ,
09.MC.N.10542,10409713039,,VIDEOPORTEIRO,
09.MC.N.10543,10409713041,,VIDROS,
09.MC.N.10544,10409713043,,VISTA DE MADEIRA,
09.MC.N.10545,10409713045,,VOLTIMETRO E AMPERIMETRO,
09.MC.N.10546,10409713047,,WD-40 SPRAY PRODUTOS MULTIUSOS DESINGRIPANTE/LUBRIFICADOR,
09.MC.N.10547,10409713049,,BARRO VERMELHO,
08.EM.N.31000,10409713052,,CAIXA PAPELAO FT100 700X700X780 COD 14152-1,
08.EM.N.31001,10409713054,,CAIXA PAPELAO FT120/160/180/100(D/H/L) 930X930X900 COD 16420-1,
08.EM.N.31002,10409713056,,CAIXA PAPELAO FT20 690X450X520 COD 13870-1,
08.EM.N.31003,10409713058,,CAIXA PAPELAO FT25 40 600X600X580 COD 14217-1,
08.EM.N.31004,10409713060,,CAIXA PAPELAO FT50/70 940X520X800 COD. 20280-1,
08.EM.N.31005,10409713062,,CAIXA PAPELAO FT60 À 80 700X700X680 COD 14145-1,
08.EM.N.31006,10409713064,,FUNDO PAPELAO FT20 700X460X150 COD 13874-1,
08.EM.N.31007,10409713066,,FUNDO PAPELAO FT25 40 607X607X150 COD 10414-1,
08.EM.N.31100,10409713068,,FITA CINTA DE ARQUEAR PLASTICA PRETA 16MM,
08.EM.N.31101,10409713070,,FITA CUIDADO FRAGIL 48MMX100MT,
08.EM.N.31102,10409713072,,FITA PARA EMPACOTAMENTO TRANSPARENTE 45MMX100MT,
08.EM.N.31200,10409713074,,"PLASTICO BOLHA 1,20X100 G21",
08.EM.N.31201,10409713076,,PLASTICO BOLHA 40X100 G21,
08.EM.N.31202,10409713078,,PLASTICO BOLHA 80X100 G21,
08.EM.N.31300,10409713080,,SELO METALICO BICROMADO P/ FITA PLASTICA DE ARQUEAR 16MM,
08.EM.N.31301,10409713082,,SELO METALICO GALVANIZADO P/ FITA PLASTICA DE ARQUEAR 16MM,
08.EM.N.31302,10409713084,,CANTONEIRA RIGIDA 100X50X3 COD 15577-1,
08.EM.N.31400,10409713086,,EVA,
08.EM.N.31500,10409713088,,MANUAL DO USUARIO FH LINHA BANHO QUENTE FH40 À 24045,
08.EM.N.31501,10409713090,,MANUAL DO USUARIO FH LINHA BANHO QUENTE FH40 À 24060,
08.EM.N.31502,10409713092,,MANUAL DO USUARIO FT LINHA PISCINAS FT20 A 60,
08.EM.N.31503,10409713096,,MANUAL DO USUARIO FT LINHA PISCINAS FT65 À 240,
08.EM.N.31506,10409713101,,FOLDER FT REV??,
03.MP.N.50900,10409713103,,CARCACA DE AMOSTRA,
03.MP.N.61301,10409713105,,QUADRO COMANDO PVC C/ TAMPA OPACA 500MM X 400MM X 160MM,
04.MC.N.61606,10409713108,CONECTOR FEMEA 03 POLOS 5.08MM 90G VERDE- GSP001-5.08-03P-4A BORNE 3 VIAS DA PLACA MTZ1273N,CONECTOR FEMEA VERDE GSP001-5.08 3 VIAS,
04.MC.N.61607,10409713110,CONECTOR FEMEA 04 POLOS 5.08MM 90G VERDE- GSP001-5.08-04P-4A BORNE 4 VIAS DA PLACA MTZ1273N,CONECTOR FEMEA VERDE GSP001-5.08 4 VIAS,
04.MC.N.61608,10409713113,CONECTOR FEMEA 06 POLOS 5.08MM 90G VERDE- GSP001-5.08-06P-4A BORNE 6 VIAS DA PLACA MTZ1273N,CONECTOR FEMEA VERDE GSP001-5.08 6 VIAS,
04.MC.N.61609,10409713116,CONECTOR FEMEA 08 POLOS 5.08MM 90G VERDE- GSP001-5.08-08P-4A BORNE 8 VIAS DA PLACA MTZ1273N,CONECTOR FEMEA VERDE GSP001-5.08 8 VIAS,
09.MC.N.10093,10409716859,,CABO ADAPTADOR P3,
09.MC.N.10439,10409716894,,REG. KRONA ESFERA 2,
10.SV.N.19001,10409716903,,SERVICO DE ASSISTENCIA,
09.AI.N.20000,10409716905,,ADPTADOR WIFI,
09.AI.N.20001,10409716907,,ALICATE CRIMPAR PRENSAR TERMINAL,
09.AI.N.20002,10409716909,,ALICATE MANUAL LOKRING,
09.AI.N.20003,10409716911,,ANEMOMETRO DIGITAL (MEDIDOR DE VENTO),
09.AI.N.20004,10409716913,,ARMARIO ACO,
09.AI.N.20005,10409716915,,"BALANCA 2098 60KGX10G, PLATAFORMA INOX 375X425MM,",
09.AI.N.20006,10409716917,,BALANCA DE COZINHA5KG,
09.AI.N.20007,10409716919,,BALANCEADOR DINÂMICO NK600,
09.AI.N.20008,10409716921,,BALANCEADOR HELICE,
09.AI.N.20009,10409716923,,BASE DE MADEIRA PARA EXPOSICAO,
09.AI.N.20010,10409716925,,BOCAL TERMOFUSAO 40MM,
09.AI.N.20011,10409716927,,BOCAL TERMOFUSAO 50MM,
09.AI.N.20012,10409716929,,BOMBA DE CALOR TESTE,
09.AI.N.20013,10409716931,,"C VIROLA FENOLICA 05,5MM 220X160 AMESCLA MULT C/03 CAMADAS",
09.AI.N.20014,10409716933,,CAFETEIRA,
09.AI.N.20015,10409716935,,CAPA DO CONDICIONADOR DE 100,
09.AI.N.20016,10409716937,,CAPA DO CONDICIONADOR DE 85,
09.AI.N.20017,10409716939,,CARRINHO PARA DESLOCAMENTO,
09.AI.N.20018,10409716941,,"CH PISO 1/8 3000 X 1200 X 3,00",
09.AI.N.20019,10409716943,,"CH PISO 1/8 3000 X 1500 / 3,00",
09.AI.N.20020,10409716945,,CHAVE SACA VENTIL,
09.AI.N.20021,10409716947,,COLETOR DE DADOS KURUMIM,
09.AI.N.20022,10409716949,,COMPENSADO WALL FLOOR TP1 1.20 X 2.50 X 40 MM IMP,
09.AI.N.20023,10409716951,,COMPUTADOR GABINETE COMPLETO,
09.AI.N.20024,10409716953,,DECIBELIMETRO DIGITAL ITDEC 4000,
09.AI.N.20025,10409716955,,DOMUNS LINEA550,
09.AI.N.20026,10409716957,,EMPILHADEIRA,
09.AI.N.20027,10409716959,,ENTRAN HG371,
09.AI.N.20028,10409716961,,EOS-VMG-2-R410A-B MANIFOLD R22/R134A/407C/410A C/VALV/MANG,
09.AI.N.20029,10409716963,,EQUIPAMENTO HG 371,
09.AI.N.20030,10409716965,,ESTICADOR CINTA 16MM,
09.AI.N.20031,10409716967,,ESTRUTURA CURVA EVAPORADORA,
09.AI.N.20032,10409716969,,ESTRUTURA EIXO EVAPORADORA,
09.AI.N.20033,10409716971,,ESTRUTURA GUINCHO DE COLUNA,
09.AI.N.20034,10409716973,,ESTRUTURA PRE MOLDADA GALPAO BIGUACU,
09.AI.N.20035,10409716975,,ESTRUTURA SUPORTE DE CARGA EVAPORADORA,
09.AI.N.20036,10409716977,,FERRAMENTAS PARA OBRA,
09.AI.N.20037,10409716979,,FONTE DE ALTA TENSAO 5KV,
09.AI.N.20038,10409716981,,FURADEIRA,
09.AI.N.20039,10409716983,,FURGAO RENAULT MASTER,
09.AI.N.20040,10409716985,,GUINCHO COLUNA ELETRICO,
09.AI.N.20041,10409716987,,GUINCHO DE COLUNA,
09.AI.N.20042,10409716989,,"HD Western Digital Purple, 2TB, 64mb, Sata 3 - WD23PURZ",
09.AI.N.20043,10409716991,,Impressora Térmica de Etiquetas Zebra ZD220,
09.AI.N.20044,10409716993,,INVERSOR 15CV (11KW) 380/480V MOD. MS300,
09.AI.N.20045,10409716995,,LANTERNIM MB 1005,
09.AI.N.20046,10409716997,,LAVADORA DE ALTA PRESSAO WAP OUSADA PLUS 2200 TENSAO 220V,
09.AI.N.20047,10409716999,,LEITOR DE CODIGO DE BARRA - NETUM C750,
09.AI.N.20048,10409717001,,LICENCA ADICIONAL PONTO SECULLUM,
09.AI.N.20049,10409717003,,MAQUINA DE SOLDA MIG,
09.AI.N.20050,10409717005,,MATERIAIS PARA OBRA,
09.AI.N.20052,10409717007,,MEDIDOR DE VAZAO OPTFLUX 10/50 1.1/2,
09.AI.N.20053,10409717009,,MESAPARA ESCRITORIO CINZA,
09.AI.N.20054,10409717011,,MEZANINO,
09.AI.N.20055,10409717014,,MILLI-OHMIMETRO DIGITAL,
09.AI.N.20056,10409717016,,MOLDE GABINETE NOVA FT50,
09.AI.N.20057,10409717018,,NO BREAK ESTABILIZADOR,
09.AI.N.20058,10409717020,,NOTEBOOK,
09.AI.N.20059,10409717022,,PALETEIRA,
09.AI.N.20060,10409717024,,PARAFUSADEIRA/FURADEIRA COM FIO BOSCH PROFESSIONAL GSR 7-14 E 400W 220V,
09.AI.N.20061,10409717026,,PARAFUSADEIRA/FURADEIRA IMPACTO GSB180LI BIVOLT,
09.AI.N.20062,10409717028,,PARAFUSADEIRA/FURADEIRA IMPACTO GSB18V-50,
09.AI.N.20063,10409717030,,PISO MEZANINO,
09.AI.N.20064,10409717032,,POSTE PADRAO,
09.AI.N.20065,10409717034,,PURIFICADOR AGUA PLUS BRANCO 220 V,
09.AI.N.20066,10409717036,,REGISTRADOR MARH 21S 10/100,
09.AI.N.20067,10409717038,,RELOGIO PONTO,
09.AI.N.20068,10409717040,,SELADOR CINTA PLASTICA,
09.AI.N.20069,10409717042,,STENCIL DE ACO COD: 1011.000513,
09.AI.N.20070,10409717044,,STENCIL DE ACO COD: 1011.000514,
09.AI.N.20071,10409717046,,TABLET,
09.AI.N.20072,10409717048,,TANQUE COM DECK DE MADEIRA PARA EXPOSICÕES,
09.AI.N.20073,10409717050,,TANQUE TESTE,
09.AI.N.20074,10409717054,,TAPA CANO FERRO 200 X 200 ZN,
09.AI.N.20075,10409717059,,TECIDO MKT,
09.AI.N.20076,10409717061,,TERMOFUSORA T-63 800W,
09.AI.N.20077,10409717063,,VENEZIANA MBF 100,
09.AI.N.20078,10409717065,,"VIGA I8 (W200 X 15,00KG/M) GERDAU VI8",
01.MP.N.30000,10409717069,,ADESIVO 220V INDICACAO VOLTAGEM,
01.MP.N.30001,10409717072,,ADESIVO 380V INDICACAO VOLTAGEM,
01.MP.N.30002,10409717074,,ADESIVO BOMBA ALIMENTACAO,
01.MP.N.30003,10409717076,,ADESIVO CHOQUE ELETRICO,
01.MP.N.30004,10409717078,,ADESIVO DRENO INDICACAO,
01.MP.N.30005,10409717080,,ADESIVO ENTRADA DE AGUA INDICACAO,
01.MP.N.30006,10409717083,,ADESIVO FH100 INDICACAO DE MODELO,
01.MP.N.30007,10409717085,,ADESIVO FH160 INDICACAO DE MODELO,
01.MP.N.30008,10409717087,,ADESIVO FH240 INDICACAO DE MODELO,
01.MP.N.30009,10409717089,,ADESIVO FH40 INDICACAO DE MODELO,
01.MP.N.30010,10409717093,,ADESIVO FH50 INDICACAO DE MODELO,
01.MP.N.30011,10409717095,,ADESIVO FH80 INDICACAO DE MODELO,
01.MP.N.30012,10409717097,,ADESIVO FT100 INDICACAO DE MODELO,
01.MP.N.30013,10409717099,,ADESIVO FT120 INDICACAO DE MODELO,
01.MP.N.30014,10409717101,,ADESIVO FT160 INDICACAO DE MODELO,
01.MP.N.30015,10409717103,,ADESIVO FT180 INDICACAO DE MODELO,
01.MP.N.30016,10409717105,-,ADESIVO FT20 CINZA LOGO LATERAL COM INDICACAO DE MODELO,
01.MP.N.30017,10409717107,,ADESIVO FT240 INDICACAO DE MODELO,
01.MP.N.30018,10409717109,,ADESIVO FT25 INDICACAO DE MODELO,
01.MP.N.30019,10409717111,,ADESIVO FT40 INDICACAO DE MODELO,
01.MP.N.30020,10409717113,-,ADESIVO FT50 CINZA LOGO FROMTHERM COM INDICACAO DE MODELO,
01.MP.N.30021,10409717115,,ADESIVO FT60 INDICACAO DE MODELO,
01.MP.N.30022,10409717117,-,ADESIVO FT70 CINZA LOGO FROMTHERM COM INDICACAO DE MODELO,
01.MP.N.30023,10409717119,,ADESIVO FT80 INDICACAO DE MODELO,
01.MP.N.30024,10409717121,,ADESIVO GRADE PLASTICA VENTILADOR TRANSPARENTE SIMBOLO ECO R410A - BRANCO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/a381034111e3ff53f6a874502ec37b8b/omie___screenshot_1__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=KzuX0493294NQdT0sTYsdli9sBQ%3d
01.MP.N.30025,10409717123,,ADESIVO INMETRO INDICACAO,
01.MP.N.30027,10409717127,,ADESIVO LATERAL LOGO FROMTHERM TAMANHO GRANDE COM INFORMACAO DE SITE REF: FT240,
01.MP.N.30028,10409717129,,ADESIVO LATERAL LOGO FROMTHERM TAMANHO MEDIO REF: 120/160/180/100(D/H/L),
01.MP.N.30029,10409717131,,ADESIVO LATERAL LOGO FROMTHERM TAMANHO MEDIO REVERSIVEL QUENTE/FRIO REF: 120/160/180/100(D/H/L),
01.MP.N.30030,10409717133,,ADESIVO LATERAL LOGO FROMTHERM TAMANHO PEQUENO REF: FT25/40/60/80/100,
01.MP.N.30031,10409717135,,ADESIVO VENTILADOR GRADE DE FERRO LOGO FROMTHERM,
01.MP.N.30032,10409717137,ADESIVO MEMBRANA MTZ1273N MODELO FT50/70|,MEMBRANA DO BOTAO LATERAL DIREITO N07.X.X,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c8862faaa81ceb1242785e28bfcf1e88/omie___0c4ae228-e545-4732-ac68-b9d0f7d49935__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=GNypZaqP9ZoLOjhhUK%2fRwrG9jKM%3d
01.MP.N.30033,10409717139,ADESIVO MEMBRANA FRONTAL MTZ1273N MODELO QUADRO EXTERNO|,MEMBRANA MTZ FRONTAL - QD EXT,
01.MP.N.30034,10409717141,ADESIVO MEMBRANA FRONTAL MTZ1273N MODELO UNIVERSAL|,MEMBRANA MTZ FRONTAL,
01.MP.N.30035,10409717143,ADESIVO MEMBRANA FRONTAL PDX1281N UNIVERSAL|,MEMBRANA PDX FRONTAL,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/3ebac7593aba25cf1ce94b908fce1039/omie___bc91c3d0-e88f-4058-985e-d1a78dc87684__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=%2b6HyGek4BpFk5tChf0cDkrCyXbc%3d
01.MP.N.30036,10409717145,ADESIVO MEMBRANA MTZ1273N MODELO FT50/70|,MEMBRANA MTZ FRONTAL N07.X.X,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/dc64f6516832f509ec4567a207b6bfe6/omie___2e06e0e9-33ec-476b-b621-5e17a9e05a1a__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=umWmoHVwaxJN37g2exJMnhq6DNg%3d
01.MP.N.30037,10409717147,ADESIVO MEMBRANA PDX1281N MODELO FT50/70|,MEMBRANA PDX FRONTAL N07.X.X,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/aa69174d2383cf082c608f74477076f9/omie___97aeeaf8-5492-4037-97c5-9db8964473bf__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=SkqG7AO8%2f8%2byhDm%2bMbhRpP3vQls%3d
01.MP.N.30038,10409717149,,ADESIVO QR CODE MANUAIS GERAIS HTTPS://QRCO.DE/MANUAISFROMTHERM,
01.MP.N.30039,10409717151,,ADESIVO RASTREIO 4X2CM,
01.MP.N.30040,10409717153,,ADESIVO SAIDA DE AGUA INDICACAO,
01.MP.N.30078,10409717157,DIAGRAMA MONO 220V B/D ELETRICO COMANDO MTZ1273N,DIAGRAMA ELETRICO MTZ MONO 220V REV01,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/be4b08da2bc36019dd694305e5e0a643/omie___59d35705-98ea-4c9c-a00b-ea007011da8d__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=DwzxlwxhGdsAc8URdyuyh3vz4dA%3d
01.MP.N.30077,10409717159,,DIAGRAMA ELETRICO MTZ TRI 220V REV01,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/b64c58917b3ecfe79db683661940076d/omie___53cbb1a7-7822-4fba-94f0-e28d218f8298__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=PkMPjQnwN2IBHhYZdcuNrBL4BeU%3d
01.MP.N.30076,10409717161,DIAGRAMA TRI 380V J/L ELETRICO COMANDO MTZ1273N,DIAGRAMA ELETRICO MTZ TRI 380V REV02,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/232414ce14a8af2fe588dc5019d3f108/omie___8b195fc1-244c-42f6-bf6f-fc891e419a3b__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658959&Signature=20NwHeLFdCAlAIkzPfnaHkifSjo%3d
02.MP.N.40000,10409717163,,TAMPA PONTEIRA INTERNA PVC DE EMBUTIR 2&apos;&apos; PRETA,
03.MP.N.50000,10409717165,,BASE N01.0.0 REF: FT40 ABS BRANCO,
03.MP.N.50001,10409717167,,BASE N02.0.0 REF: FT80 ABS BRANCO,
03.MP.N.50002,10409717169,,BASE N03.0.0 - REF: FT160 ABS BRANCO,
03.MP.N.50005,10409717171,,BASE N07.3.0 REF: FT20 ABS PRETO - TEXTURA COURO - FOSCO,
